"Date","Price","Open","High","Low","Vol.","Change %"
"10/11/2020","240,466","238,683","241,780","238,303","","0.72%"
"10/10/2020","238,741","233,594","242,569","233,587","","2.19%"
"10/09/2020","233,628","233,400","236,047","231,290","","0.08%"
"10/08/2020","233,444","228,967","234,450","225,828","","1.93%"
"10/07/2020","229,022","229,954","230,134","227,119","","-0.42%"
"10/06/2020","229,990","230,892","231,693","227,540","","-0.29%"
"10/05/2020","230,653","230,435","231,693","228,537","","0.01%"
"10/04/2020","230,632","227,900","231,096","227,403","","1.23%"
"10/03/2020","227,826","228,502","229,086","227,013","","-0.26%"
"10/02/2020","228,426","231,988","233,629","226,281","","-1.56%"
"10/01/2020","232,040","238,079","239,727","229,133","","-2.43%"
"09/30/2020","237,807","242,729","242,835","236,375","","-2.13%"
"09/29/2020","242,987","238,662","243,619","238,154","","1.66%"
"09/28/2020","239,019","240,784","246,591","239,019","","-0.59%"
"09/27/2020","240,442","239,701","241,276","236,957","","0.28%"
"09/26/2020","239,762","238,813","241,080","238,023","","0.44%"
"09/25/2020","238,721","237,709","240,441","233,798","","0.51%"
"09/24/2020","237,517","229,494","239,144","228,541","","3.59%"
"09/23/2020","229,288","228,348","233,247","227,024","","0.48%"
"09/22/2020","228,199","222,539","230,036","221,644","","2.47%"
"09/21/2020","222,696","230,576","232,946","222,519","","-3.44%"
"09/20/2020","230,626","234,124","234,124","227,577","","-1.47%"
"09/19/2020","234,056","230,981","236,159","230,059","","1.34%"
"09/18/2020","230,963","228,654","231,222","227,175","","1.06%"
"09/17/2020","228,530","229,771","232,239","226,395","","-0.50%"
"09/16/2020","229,673","228,273","233,204","225,554","","0.70%"
"09/15/2020","228,083","224,861","230,045","223,949","","1.41%"
"09/14/2020","224,903","219,756","226,696","218,486","","2.43%"
"09/13/2020","219,573","222,055","225,017","217,311","","-1.12%"
"09/12/2020","222,064","220,955","222,816","218,554","","0.49%"
"09/11/2020","220,982","221,656","222,465","218,140","","-0.34%"
"09/10/2020","221,729","218,600","222,990","218,535","","1.44%"
"09/09/2020","218,580","221,505","223,368","217,709","","-1.32%"
"09/08/2020","221,496","224,389","225,390","215,650","","-1.18%"
"09/07/2020","224,130","220,787","224,779","213,497","","1.47%"
"09/06/2020","220,875","219,292","223,150","215,870","","0.69%"
"09/05/2020","219,354","225,525","227,872","213,255","","-2.82%"
"09/04/2020","225,725","220,339","229,050","214,251","","2.26%"
"09/03/2020","220,729","247,543","248,779","217,026","","-10.89%"
"09/02/2020","247,692","259,582","260,338","244,396","","-4.49%"
"09/01/2020","259,344","255,310","262,699","252,964","","1.53%"
"08/31/2020","255,425","254,988","257,419","252,640","","0.30%"
"08/30/2020","254,658","249,477","254,858","249,352","","2.03%"
"08/29/2020","249,585","250,737","251,901","248,794","","-0.46%"
"08/28/2020","250,748","250,696","252,391","249,288","","0.24%"
"08/27/2020","250,142","251,331","253,321","246,685","","-0.56%"
"08/26/2020","251,559","247,989","252,851","246,597","","1.38%"
"08/25/2020","248,124","258,457","258,885","244,793","","-3.99%"
"08/24/2020","258,436","255,780","259,271","254,545","","1.01%"
"08/23/2020","255,846","256,266","257,362","253,094","","-0.26%"
"08/22/2020","256,515","253,323","256,730","250,025","","1.31%"
"08/21/2020","253,209","261,803","262,266","252,575","","-3.31%"
"08/20/2020","261,864","260,657","263,340","258,943","","0.53%"
"08/19/2020","260,480","264,422","266,067","257,230","","-1.65%"
"08/18/2020","264,845","272,181","274,166","262,015","","-2.52%"
"08/17/2020","271,688","261,519","274,793","258,229","","3.93%"
"08/16/2020","261,410","260,334","262,075","256,986","","0.28%"
"08/15/2020","260,679","258,326","263,065","257,629","","0.96%"
"08/14/2020","258,209","261,545","262,433","256,672","","-1.10%"
"08/13/2020","261,089","258,549","261,149","252,005","","0.98%"
"08/12/2020","258,542","255,509","259,704","251,089","","1.17%"
"08/11/2020","255,548","267,230","267,786","249,761","","-4.36%"
"08/10/2020","267,185","261,827","270,094","258,724","","2.04%"
"08/09/2020","261,843","263,327","263,861","257,873","","-0.51%"
"08/08/2020","263,198","259,364","264,140","257,993","","1.49%"
"08/07/2020","259,343","263,565","267,756","253,902","","-1.62%"
"08/06/2020","263,624","262,815","266,374","258,915","","0.34%"
"08/05/2020","262,720","253,569","263,607","251,479","","3.67%"
"08/04/2020","253,413","254,113","258,438","252,287","","-0.26%"
"08/03/2020","254,086","246,592","259,204","244,805","","2.98%"
"08/02/2020","246,730","262,920","269,547","235,183","","-6.23%"
"08/01/2020","263,119","252,589","264,137","250,078","","4.31%"
"07/31/2020","252,258","244,311","255,018","241,266","","3.25%"
"07/30/2020","244,325","244,151","246,148","240,765","","0.12%"
"07/29/2020","244,040","239,518","248,840","237,778","","1.88%"
"07/28/2020","239,545","241,933","246,361","233,559","","-1.01%"
"07/27/2020","241,993","221,511","249,438","221,054","","9.28%"
"07/26/2020","221,435","216,256","224,533","215,142","","2.39%"
"07/25/2020","216,267","212,674","216,849","212,456","","1.66%"
"07/24/2020","212,738","216,031","216,088","212,261","","-1.53%"
"07/23/2020","216,039","213,093","216,176","211,186","","1.36%"
"07/22/2020","213,137","209,442","213,183","206,880","","1.80%"
"07/21/2020","209,367","205,969","210,822","205,804","","1.63%"
"07/20/2020","206,006","207,405","208,067","205,532","","-0.56%"
"07/19/2020","207,175","206,748","207,828","205,283","","0.21%"
"07/18/2020","206,731","206,408","207,426","205,732","","0.15%"
"07/17/2020","206,423","204,778","207,294","203,660","","0.84%"
"07/16/2020","204,699","205,539","206,332","202,324","","-0.33%"
"07/15/2020","205,381","207,393","207,723","205,007","","-0.96%"
"07/14/2020","207,378","209,948","210,276","206,849","","-1.33%"
"07/13/2020","210,163","209,416","210,880","207,413","","0.44%"
"07/12/2020","209,233","207,363","209,641","205,912","","0.91%"
"07/11/2020","207,349","208,531","208,808","206,254","","-0.56%"
"07/10/2020","208,515","208,835","209,668","206,842","","-0.17%"
"07/09/2020","208,868","214,082","214,082","207,881","","-2.45%"
"07/08/2020","214,118","211,142","215,932","210,142","","1.44%"
"07/07/2020","211,087","208,431","211,848","207,034","","1.19%"
"07/06/2020","208,606","203,225","209,234","202,175","","2.56%"
"07/05/2020","203,394","204,620","204,711","199,703","","-0.49%"
"07/04/2020","204,390","202,903","205,741","202,597","","0.61%"
"07/03/2020","203,144","204,256","205,776","202,379","","-0.54%"
"07/02/2020","204,237","209,672","210,172","201,457","","-2.60%"
"07/01/2020","209,690","210,326","212,039","208,682","","-0.33%"
"06/30/2020","210,386","211,931","212,600","209,491","","-0.68%"
"06/29/2020","211,819","210,079","212,987","208,425","","0.63%"
"06/28/2020","210,496","207,798","211,871","206,347","","1.27%"
"06/27/2020","207,863","211,255","212,037","204,201","","-1.60%"
"06/26/2020","211,239","209,744","212,396","206,660","","0.64%"
"06/25/2020","209,885","212,061","213,013","206,051","","-1.03%"
"06/24/2020","212,077","215,565","216,378","209,545","","-1.60%"
"06/23/2020","215,530","217,104","218,382","213,934","","-0.68%"
"06/22/2020","216,995","210,344","219,466","210,167","","3.16%"
"06/21/2020","210,345","211,895","213,189","210,202","","-0.70%"
"06/20/2020","211,828","210,800","212,698","207,977","","0.42%"
"06/19/2020","210,940","212,725","213,301","209,292","","-0.96%"
"06/18/2020","212,990","211,599","214,459","209,267","","0.73%"
"06/17/2020","211,448","212,422","212,626","207,011","","-0.33%"
"06/16/2020","212,156","208,943","212,794","207,383","","1.58%"
"06/15/2020","208,860","209,848","211,089","202,421","","-0.58%"
"06/14/2020","210,078","210,380","210,533","207,081","","-0.06%"
"06/13/2020","210,194","210,257","210,836","208,070","","-0.04%"
"06/12/2020","210,270","212,059","214,688","209,339","","-1.00%"
"06/11/2020","212,389","217,242","220,297","206,809","","-2.24%"
"06/10/2020","217,254","213,900","217,254","211,568","","1.61%"
"06/09/2020","213,816","210,153","215,141","206,861","","1.79%"
"06/08/2020","210,053","209,559","210,708","207,547","","0.35%"
"06/07/2020","209,329","208,794","211,240","203,566","","0.23%"
"06/06/2020","208,854","207,885","210,155","206,031","","0.47%"
"06/05/2020","207,885","214,775","215,675","207,733","","-3.10%"
"06/04/2020","214,543","210,011","215,979","207,214","","2.27%"
"06/03/2020","209,789","207,141","209,873","204,257","","1.24%"
"06/02/2020","207,210","225,531","225,538","203,022","","-7.97%"
"06/01/2020","225,144","209,654","228,280","209,049","","7.25%"
"05/31/2020","209,925","214,929","215,033","208,747","","-2.33%"
"05/30/2020","214,925","208,973","215,801","207,337","","2.87%"
"05/29/2020","208,934","213,063","213,293","207,402","","-1.66%"
"05/28/2020","212,450","205,557","213,576","203,559","","3.44%"
"05/27/2020","205,386","196,237","206,655","196,067","","4.60%"
"05/26/2020","196,359","200,850","201,225","194,377","","-2.11%"
"05/25/2020","200,584","197,497","202,637","196,365","","1.21%"
"05/24/2020","198,188","208,674","211,325","197,845","","-4.99%"
"05/23/2020","208,601","208,428","211,482","206,518","","0.11%"
"05/22/2020","208,370","207,384","211,649","205,470","","0.79%"
"05/21/2020","206,729","220,760","222,484","202,421","","-6.40%"
"05/20/2020","220,854","231,516","232,538","217,451","","-4.53%"
"05/19/2020","231,325","231,105","232,666","224,733","","0.16%"
"05/18/2020","230,946","231,685","237,364","226,530","","-0.27%"
"05/17/2020","231,578","224,806","236,622","223,694","","2.96%"
"05/16/2020","224,930","223,273","229,439","221,125","","0.82%"
"05/15/2020","223,106","233,728","234,810","219,546","","-4.52%"
"05/14/2020","233,656","225,439","239,478","224,522","","3.90%"
"05/13/2020","224,882","214,700","227,465","214,239","","4.80%"
"05/12/2020","214,573","204,820","216,453","204,480","","4.21%"
"05/11/2020","205,895","206,723","218,594","197,382","","-0.44%"
"05/10/2020","206,799","225,875","225,951","193,181","","-8.31%"
"05/09/2020","225,530","231,953","234,529","225,516","","-2.85%"
"05/08/2020","232,152","240,020","240,359","231,528","","-3.28%"
"05/07/2020","240,034","223,543","242,125","220,786","","7.36%"
"05/06/2020","223,579","216,412","229,890","214,602","","3.19%"
"05/05/2020","216,669","213,913","218,982","209,941","","1.30%"
"05/04/2020","213,892","220,834","221,796","210,925","","-3.20%"
"05/03/2020","220,955","220,672","225,945","214,654","","0.21%"
"05/02/2020","220,501","217,118","221,565","215,700","","1.62%"
"05/01/2020","216,992","208,830","220,900","208,830","","3.66%"
"04/30/2020","209,321","208,628","224,921","202,332","","0.51%"
"04/29/2020","208,261","188,320","214,066","187,076","","10.63%"
"04/28/2020","188,252","192,623","192,627","186,954","","-2.18%"
"04/27/2020","192,457","193,085","194,012","189,223","","0.11%"
"04/26/2020","192,245","188,305","192,273","187,950","","2.08%"
"04/25/2020","188,337","187,452","191,790","186,164","","0.56%"
"04/24/2020","187,288","185,392","189,826","184,319","","1.14%"
"04/23/2020","185,184","174,496","188,357","171,617","","6.16%"
"04/22/2020","174,434","166,712","176,339","166,245","","4.54%"
"04/21/2020","166,861","164,061","169,031","163,843","","1.76%"
"04/20/2020","163,968","171,216","173,721","162,982","","-4.21%"
"04/19/2020","171,182","172,101","172,376","167,686","","-0.49%"
"04/18/2020","172,031","166,804","172,855","166,534","","3.04%"
"04/17/2020","166,961","168,937","171,344","166,264","","-1.12%"
"04/16/2020","168,853","160,477","171,267","157,645","","5.12%"
"04/15/2020","160,634","160,511","164,528","159,415","","0.11%"
"04/14/2020","160,465","161,414","164,068","159,605","","-0.55%"
"04/13/2020","161,352","161,836","162,805","154,842","","-0.36%"
"04/12/2020","161,929","160,692","167,560","158,441","","0.70%"
"04/11/2020","160,806","160,290","162,054","158,071","","0.27%"
"04/10/2020","160,370","172,168","173,441","158,397","","-6.88%"
"04/09/2020","172,221","176,647","176,839","170,467","","-2.49%"
"04/08/2020","176,622","175,168","181,493","174,268","","0.83%"
"04/07/2020","175,176","180,072","182,966","172,423","","-2.70%"
"04/06/2020","180,039","171,179","181,505","171,000","","5.18%"
"04/05/2020","171,166","171,164","171,988","166,869","","0.07%"
"04/04/2020","171,049","167,966","174,356","166,278","","1.77%"
"04/03/2020","168,068","164,673","173,636","163,412","","1.84%"
"04/02/2020","165,034","160,941","173,039","158,082","","2.67%"
"04/01/2020","160,742","152,396","161,691","148,755","","5.43%"
"03/31/2020","152,460","152,458","155,817","150,493","","0.11%"
"03/30/2020","152,287","138,854","156,668","138,490","","9.57%"
"03/29/2020","138,991","145,849","146,252","137,443","","-4.64%"
"03/28/2020","145,753","148,540","148,540","141,349","","-1.94%"
"03/27/2020","148,635","156,767","158,864","146,995","","-5.21%"
"03/26/2020","156,807","160,656","162,470","152,100","","-2.26%"
"03/25/2020","160,433","166,835","168,323","157,179","","-4.06%"
"03/24/2020","167,222","163,797","170,315","160,282","","1.79%"
"03/23/2020","164,275","143,738","165,194","141,010","","13.97%"
"03/22/2020","144,142","151,117","156,372","141,454","","-4.54%"
"03/21/2020","150,998","151,623","156,981","143,886","","-0.79%"
"03/20/2020","152,196","148,371","164,485","140,771","","2.53%"
"03/19/2020","148,436","127,708","154,233","126,696","","16.37%"
"03/18/2020","127,560","122,339","128,671","119,258","","4.16%"
"03/17/2020","122,470","115,074","126,530","112,392","","7.98%"
"03/16/2020","113,422","117,046","117,709","100,373","","-3.18%"
"03/15/2020","117,147","113,522","127,765","112,067","","3.65%"
"03/14/2020","113,026","122,371","123,410","110,910","","-7.73%"
"03/13/2020","122,497","106,914","126,518","83,393","","16.12%"
"03/12/2020","105,491","170,304","170,829","99,347","","-37.91%"
"03/11/2020","169,903","164,153","170,518","161,698","","3.41%"
"03/10/2020","164,302","165,156","171,019","162,405","","-0.57%"
"03/09/2020","165,240","169,258","175,020","159,843","","-2.33%"
"03/08/2020","169,179","178,646","178,646","164,409","","-5.34%"
"03/07/2020","178,727","183,617","184,316","177,847","","-2.65%"
"03/06/2020","183,585","179,657","185,556","178,509","","2.22%"
"03/05/2020","179,595","171,012","182,057","171,012","","4.99%"
"03/04/2020","171,053","170,374","171,582","167,426","","0.43%"
"03/03/2020","170,318","173,026","173,062","167,418","","-1.53%"
"03/02/2020","172,969","169,143","175,586","168,304","","2.12%"
"03/01/2020","169,385","167,315","171,627","165,503","","1.17%"
"02/29/2020","167,427","170,571","172,508","167,427","","-1.87%"
"02/28/2020","170,623","171,765","173,567","166,662","","-0.57%"
"02/27/2020","171,594","169,570","173,986","164,976","","1.13%"
"02/26/2020","169,677","177,641","179,081","166,160","","-4.54%"
"02/25/2020","177,741","183,966","184,286","176,719","","-3.43%"
"02/24/2020","184,048","189,137","189,982","180,993","","-2.80%"
"02/23/2020","189,349","182,485","189,551","182,433","","3.73%"
"02/22/2020","182,540","182,977","183,499","180,764","","-0.28%"
"02/21/2020","183,054","181,040","185,391","180,322","","1.13%"
"02/20/2020","181,000","178,023","182,265","176,788","","1.60%"
"02/19/2020","178,155","189,057","190,118","174,233","","-5.73%"
"02/18/2020","188,979","180,206","190,528","178,891","","4.96%"
"02/17/2020","180,045","183,709","184,682","175,563","","-2.30%"
"02/16/2020","184,286","183,669","186,288","178,878","","0.36%"
"02/15/2020","183,627","191,806","192,334","181,898","","-4.26%"
"02/14/2020","191,789","190,390","192,466","187,866","","0.64%"
"02/13/2020","190,566","192,347","195,840","188,611","","-1.03%"
"02/12/2020","192,540","190,900","194,565","190,569","","0.92%"
"02/11/2020","190,783","184,377","192,702","181,478","","3.41%"
"02/10/2020","184,487","191,044","191,509","183,152","","-3.40%"
"02/09/2020","190,981","185,747","191,036","185,421","","2.81%"
"02/08/2020","185,755","184,257","186,494","181,505","","0.76%"
"02/07/2020","184,357","182,310","185,023","181,775","","1.15%"
"02/06/2020","182,268","178,833","183,687","177,354","","1.90%"
"02/05/2020","178,872","171,732","181,215","171,403","","4.18%"
"02/04/2020","171,688","175,169","176,038","170,118","","-2.02%"
"02/03/2020","175,224","176,025","180,695","173,667","","-0.56%"
"02/02/2020","176,205","176,950","178,479","173,495","","-0.40%"
"02/01/2020","176,912","176,299","178,339","175,358","","0.35%"
"01/31/2020","176,298","178,834","179,100","173,828","","-1.39%"
"01/30/2020","178,780","173,892","179,921","172,473","","2.87%"
"01/29/2020","173,792","175,975","176,574","173,206","","-1.09%"
"01/28/2020","175,705","168,302","175,816","167,216","","4.37%"
"01/27/2020","168,346","162,665","170,166","162,183","","3.61%"
"01/26/2020","162,473","156,716","162,501","156,031","","3.60%"
"01/25/2020","156,834","158,548","158,688","155,479","","-1.11%"
"01/24/2020","158,594","157,666","160,515","154,633","","0.44%"
"01/23/2020","157,899","162,454","162,454","155,837","","-2.75%"
"01/22/2020","162,369","164,163","165,269","160,728","","-0.97%"
"01/21/2020","163,966","161,486","164,844","159,986","","1.63%"
"01/20/2020","161,334","162,360","163,174","159,125","","-0.71%"
"01/19/2020","162,480","166,423","171,615","159,482","","-2.37%"
"01/18/2020","166,430","166,321","167,656","164,340","","0.04%"
"01/17/2020","166,356","163,808","169,139","162,916","","1.45%"
"01/16/2020","163,979","165,898","166,491","161,658","","-1.19%"
"01/15/2020","165,956","165,492","167,519","161,242","","-0.07%"
"01/14/2020","166,071","152,464","166,858","152,464","","8.98%"
"01/13/2020","152,388","153,891","154,088","151,181","","-0.93%"
"01/12/2020","153,822","150,700","153,917","149,712","","2.00%"
"01/11/2020","150,804","153,996","155,690","150,448","","-2.09%"
"01/10/2020","154,018","147,353","154,018","144,684","","4.45%"
"01/09/2020","147,452","151,625","151,625","146,114","","-2.61%"
"01/08/2020","151,400","154,619","160,437","148,190","","-2.27%"
"01/07/2020","154,914","146,245","155,447","146,111","","5.98%"
"01/06/2020","146,172","139,417","146,775","139,176","","4.84%"
"01/05/2020","139,420","139,061","141,662","138,529","","0.20%"
"01/04/2020","139,143","138,757","139,904","137,766","","0.56%"
"01/03/2020","138,362","131,264","139,740","129,583","","5.43%"
"01/02/2020","131,233","136,179","136,329","130,843","","-3.63%"
"01/01/2020","136,177","136,125","137,336","135,869","","-0.03%"
"12/31/2019","136,221","137,198","137,845","134,918","","-0.70%"
"12/30/2019","137,179","139,166","139,406","136,302","","-1.50%"
"12/29/2019","139,264","137,799","141,733","137,279","","1.07%"
"12/28/2019","137,784","136,631","138,693","136,364","","0.90%"
"12/27/2019","136,551","136,396","137,245","134,385","","0.06%"
"12/26/2019","136,464","136,644","140,742","135,649","","-0.11%"
"12/25/2019","136,618","137,727","137,921","135,315","","-0.82%"
"12/24/2019","137,742","138,674","140,473","135,934","","-0.83%"
"12/23/2019","138,894","142,359","145,585","137,869","","-2.28%"
"12/22/2019","142,137","135,087","142,182","134,922","","5.19%"
"12/21/2019","135,124","136,146","136,146","134,746","","-0.70%"
"12/20/2019","136,080","135,521","136,530","134,020","","0.49%"
"12/19/2019","135,420","138,351","139,600","134,103","","-1.86%"
"12/18/2019","137,990","125,332","140,338","122,275","","10.12%"
"12/17/2019","125,313","130,554","131,261","124,504","","-4.03%"
"12/16/2019","130,578","135,511","135,817","129,665","","-3.62%"
"12/15/2019","135,486","134,276","136,803","133,317","","0.83%"
"12/14/2019","134,370","137,960","138,221","133,315","","-2.58%"
"12/13/2019","137,932","136,803","139,041","136,803","","0.89%"
"12/12/2019","136,718","138,530","139,102","135,720","","-0.78%"
"12/11/2019","137,800","139,192","140,071","137,088","","-0.98%"
"12/10/2019","139,167","141,063","142,039","137,998","","-1.51%"
"12/09/2019","141,299","144,607","146,808","140,236","","-2.25%"
"12/08/2019","144,553","144,477","145,698","142,467","","0.04%"
"12/07/2019","144,497","145,308","146,313","144,287","","-0.54%"
"12/06/2019","145,276","142,991","145,965","141,648","","1.51%"
"12/05/2019","143,117","139,764","144,805","139,406","","2.30%"
"12/04/2019","139,893","142,652","150,856","138,715","","-1.87%"
"12/03/2019","142,565","142,829","144,766","141,626","","-0.27%"
"12/02/2019","142,950","144,506","144,924","139,882","","-1.04%"
"12/01/2019","144,451","147,560","147,560","141,674","","-2.15%"
"11/30/2019","147,624","151,488","152,469","146,075","","-2.50%"
"11/29/2019","151,405","144,599","153,124","144,335","","4.69%"
"11/28/2019","144,626","146,937","149,829","143,491","","-1.66%"
"11/27/2019","147,066","139,685","149,168","133,679","","5.28%"
"11/26/2019","139,693","138,246","142,637","136,876","","0.95%"
"11/25/2019","138,385","133,688","143,000","126,082","","3.53%"
"11/24/2019","133,670","141,543","141,931","133,031","","-5.50%"
"11/23/2019","141,446","140,805","142,214","137,243","","0.38%"
"11/22/2019","140,913","147,898","149,587","131,745","","-4.68%"
"11/21/2019","147,837","157,783","158,447","145,952","","-6.30%"
"11/20/2019","157,781","157,493","160,616","156,155","","0.21%"
"11/19/2019","157,448","158,223","158,791","154,452","","-0.56%"
"11/18/2019","158,335","163,270","163,270","155,744","","-3.00%"
"11/17/2019","163,233","162,869","165,174","160,905","","0.23%"
"11/16/2019","162,855","162,522","163,641","161,928","","0.18%"
"11/15/2019","162,565","167,183","169,523","161,532","","-2.79%"
"11/14/2019","167,222","169,997","170,506","166,826","","-1.66%"
"11/13/2019","170,044","170,394","171,030","168,468","","-0.05%"
"11/12/2019","170,136","167,057","170,210","164,738","","1.87%"
"11/11/2019","167,019","172,739","173,438","165,358","","-3.36%"
"11/10/2019","172,824","168,272","174,548","167,248","","2.72%"
"11/09/2019","168,243","167,641","169,534","166,763","","0.31%"
"11/08/2019","167,729","176,311","177,152","166,327","","-4.87%"
"11/07/2019","176,307","179,032","179,596","174,584","","-1.54%"
"11/06/2019","179,065","178,722","181,458","177,664","","0.23%"
"11/05/2019","178,654","180,042","181,224","175,729","","-0.80%"
"11/04/2019","180,095","175,636","182,515","173,915","","2.57%"
"11/03/2019","175,577","177,564","178,861","173,440","","-1.10%"
"11/02/2019","177,535","176,407","178,910","175,686","","0.68%"
"11/01/2019","176,331","175,880","177,890","173,536","","0.28%"
"10/31/2019","175,838","174,806","179,307","171,377","","0.63%"
"10/30/2019","174,740","180,085","180,085","172,628","","-2.95%"
"10/29/2019","180,052","176,117","182,533","174,447","","2.36%"
"10/28/2019","175,899","181,594","188,491","175,797","","-3.18%"
"10/27/2019","181,678","175,921","186,315","173,031","","3.12%"
"10/26/2019","176,175","164,994","196,673","164,781","","6.67%"
"10/25/2019","165,152","141,838","166,020","141,402","","16.47%"
"10/24/2019","141,802","142,736","143,286","140,494","","-0.66%"
"10/23/2019","142,742","153,549","154,093","139,835","","-7.12%"
"10/22/2019","153,679","156,918","158,387","153,124","","-2.14%"
"10/21/2019","157,034","157,378","159,373","155,840","","-0.09%"
"10/20/2019","157,181","151,907","158,369","150,686","","3.62%"
"10/19/2019","151,694","151,799","154,026","150,592","","-0.05%"
"10/18/2019","151,770","154,917","155,731","150,592","","-1.94%"
"10/17/2019","154,777","153,543","155,548","152,372","","0.73%"
"10/16/2019","153,660","156,940","157,594","152,271","","-2.12%"
"10/15/2019","156,989","160,884","161,776","156,396","","-2.38%"
"10/14/2019","160,818","159,821","161,344","158,175","","0.54%"
"10/13/2019","159,957","160,449","163,289","157,928","","-0.23%"
"10/12/2019","160,331","159,643","162,152","159,440","","0.38%"
"10/11/2019","159,721","166,450","170,198","159,262","","-4.07%"
"10/10/2019","166,505","167,801","168,749","164,893","","-0.81%"
"10/09/2019","167,860","160,344","169,438","159,126","","4.56%"
"10/08/2019","160,537","160,402","162,719","159,082","","0.18%"
"10/07/2019","160,255","153,494","162,204","151,814","","4.23%"
"10/06/2019","153,748","158,591","158,966","152,209","","-3.04%"
"10/05/2019","158,568","158,774","159,588","156,522","","-0.12%"
"10/04/2019","158,760","161,664","161,746","157,152","","-1.73%"
"10/03/2019","161,550","165,497","166,060","159,103","","-2.33%"
"10/02/2019","165,396","164,333","165,638","161,654","","0.57%"
"10/01/2019","164,453","163,485","167,859","161,400","","0.47%"
"09/30/2019","163,682","158,398","164,188","152,535","","3.35%"
"09/29/2019","158,374","161,544","161,914","155,745","","-1.99%"
"09/28/2019","161,595","161,038","163,129","157,959","","0.37%"
"09/27/2019","160,992","158,514","162,486","154,658","","1.63%"
"09/26/2019","158,409","164,939","165,602","152,504","","-3.94%"
"09/25/2019","164,914","165,584","169,834","160,823","","-0.53%"
"09/24/2019","165,791","189,081","190,788","152,676","","-12.22%"
"09/23/2019","188,863","194,864","195,257","188,042","","-3.10%"
"09/22/2019","194,908","194,248","195,947","191,749","","0.33%"
"09/21/2019","194,268","197,792","197,896","193,614","","-1.77%"
"09/20/2019","197,775","199,507","199,753","196,251","","-0.71%"
"09/19/2019","199,194","197,188","200,775","187,991","","1.03%"
"09/18/2019","197,169","197,245","198,657","195,445","","-0.05%"
"09/17/2019","197,267","199,363","199,925","196,966","","-1.05%"
"09/16/2019","199,364","200,017","201,430","196,213","","-0.32%"
"09/15/2019","200,004","200,476","200,997","199,138","","-0.23%"
"09/14/2019","200,458","200,694","202,184","198,952","","-0.07%"
"09/13/2019","200,591","202,355","202,814","197,305","","-0.86%"
"09/12/2019","202,330","198,180","202,974","195,780","","2.17%"
"09/11/2019","198,040","197,063","200,649","193,333","","0.42%"
"09/10/2019","197,206","201,713","203,110","194,649","","-2.23%"
"09/09/2019","201,712","203,093","204,531","197,098","","-0.69%"
"09/08/2019","203,118","204,251","206,671","200,852","","-0.54%"
"09/07/2019","204,226","201,245","206,061","201,212","","1.45%"
"09/06/2019","201,311","208,361","213,815","199,866","","-3.42%"
"09/05/2019","208,448","208,223","209,232","206,079","","0.08%"
"09/04/2019","208,279","211,954","213,061","205,330","","-1.71%"
"09/03/2019","211,895","208,469","215,393","206,939","","1.72%"
"09/02/2019","208,306","195,555","210,308","195,200","","6.53%"
"09/01/2019","195,542","192,395","197,347","191,080","","1.59%"
"08/31/2019","192,472","192,288","194,165","189,724","","0.14%"
"08/30/2019","192,199","191,193","193,931","188,663","","0.60%"
"08/29/2019","191,045","195,866","195,866","188,396","","-2.62%"
"08/28/2019","196,187","203,587","205,558","192,799","","-3.60%"
"08/27/2019","203,516","206,814","207,138","200,708","","-1.60%"
"08/26/2019","206,835","202,877","211,607","202,877","","1.93%"
"08/25/2019","202,923","201,869","205,657","198,853","","0.59%"
"08/24/2019","201,742","206,951","207,462","197,584","","-2.51%"
"08/23/2019","206,934","200,001","207,724","198,670","","3.31%"
"08/22/2019","200,310","199,663","202,413","192,786","","0.33%"
"08/21/2019","199,652","212,797","213,450","194,204","","-5.87%"
"08/20/2019","212,108","217,308","217,548","208,783","","-2.31%"
"08/19/2019","217,118","202,336","217,118","201,618","","7.21%"
"08/18/2019","202,520","200,842","206,384","198,250","","0.81%"
"08/17/2019","200,893","203,201","205,713","196,864","","-1.18%"
"08/16/2019","203,283","202,142","206,650","191,591","","0.57%"
"08/15/2019","202,122","197,603","204,833","194,896","","2.52%"
"08/14/2019","197,147","211,160","211,160","195,916","","-6.56%"
"08/13/2019","210,990","223,157","224,163","209,176","","-5.40%"
"08/12/2019","223,041","224,589","225,230","221,528","","-0.93%"
"08/11/2019","225,141","219,515","225,141","216,308","","2.51%"
"08/10/2019","219,618","230,580","232,120","218,798","","-4.71%"
"08/09/2019","230,462","233,840","233,951","227,141","","-1.38%"
"08/08/2019","233,680","235,976","235,976","224,722","","-0.49%"
"08/07/2019","234,828","225,018","238,701","223,637","","4.26%"
"08/06/2019","225,229","232,789","240,305","220,083","","-3.11%"
"08/05/2019","232,469","211,346","234,047","211,346","","9.99%"
"08/04/2019","211,347","208,811","213,237","203,837","","1.24%"
"08/03/2019","208,768","203,125","210,431","202,787","","2.81%"
"08/02/2019","203,069","199,455","205,943","198,421","","1.82%"
"08/01/2019","199,434","193,344","201,557","189,874","","3.27%"
"07/31/2019","193,126","182,591","193,235","182,227","","5.74%"
"07/30/2019","182,637","181,244","185,299","179,372","","0.73%"
"07/29/2019","181,320","181,733","184,796","179,236","","-0.07%"
"07/28/2019","181,440","180,683","182,622","174,798","","0.41%"
"07/27/2019","180,707","187,140","193,516","178,003","","-3.46%"
"07/26/2019","187,192","188,008","188,008","183,488","","-0.38%"
